Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-16231,PROD-1803,16/06/2025,1,522.22,95.41,13,Retrasado,Barranquilla,Físico
TRX-16232,PROD-1597,04/04/2025,12,1279.91,78.85,3,Retrasado,BOG,WhatsApp
TRX-16233,PROD-1612,28/01/2026,9,923.99,49.57,3,Perdido,BOG,App
TRX-16234,PROD-2937,24/02/2025,10,1929.35,10.31,7,En Camino,Barranquilla,Online
TRX-16235,PROD-1039,26/05/2025,9,445.77,9.28,3,Retrasado,BOG,Online
TRX-16236,PROD-1723,02/08/2025,3,1179.83,20.0,11,Retrasado,Medellín,Online
TRX-16237,PROD-2726,28/04/2025,2,1403.42,97.7,14,Perdido,MED,Online
TRX-16238,PROD-3046,22/12/2025,4,1652.87,42.87,26,En Camino,BOG,Físico
TRX-16239,PROD-1550,11/10/2025,14,819.87,85.12,28,,Ventas_Web,Físico
TRX-16240,PROD-3583,02/06/2025,8,1376.97,,21,Entregado,Ventas_Web,Online
TRX-16241,PROD-3117,26/06/2025,6,613.37,71.99,10,,Bucaramanga,App
TRX-16242,PROD-3187,26/06/2025,10,876.6,62.52,20,Entregado,MED,Físico
TRX-16243,PROD-3951,03/12/2024,1,1792.3,95.04,27,Entregado,Ventas_Web,Físico
TRX-16244,PROD-2293,29/01/2025,8,1900.32,26.89,9,Entregado,Bogotá,App
TRX-16245,PROD-2993,15/09/2025,5,1440.45,48.21,27,En Camino,Cali,App
TRX-16246,PROD-2228,27/03/2025,13,754.96,87.15,12,Entregado,Medellín,WhatsApp
TRX-16247,PROD-2027,05/10/2024,6,1641.92,57.42,8,Perdido,BOG,App
TRX-16248,PROD-3302,17/08/2025,5,61.48,28.41,12,Perdido,MED,Online
TRX-16249,PROD-3325,30/04/2025,10,214.46,24.85,9,Perdido,Barranquilla,Online
TRX-16250,PROD-1195,28/09/2024,5,1326.13,76.52,22,Entregado,Ventas_Web,App
TRX-16251,PROD-2631,19/05/2025,3,589.58,6.21,18,Perdido,Bucaramanga,WhatsApp
TRX-16252,PROD-1405,06/01/2026,14,1903.26,,24,Perdido,Cali,WhatsApp
TRX-16253,PROD-3828,12/01/2025,4,877.76,91.85,17,Devuelto,MED,Online
TRX-16254,PROD-1669,08/05/2025,5,864.44,6.75,11,Entregado,Ventas_Web,Online
TRX-16255,PROD-1245,08/12/2025,11,1359.38,64.94,21,Perdido,Barranquilla,App
TRX-16256,PROD-1882,09/10/2024,11,1537.46,62.45,2,,Bucaramanga,Físico
TRX-16257,PROD-2041,04/12/2024,2,956.36,59.95,29,En Camino,Bucaramanga,WhatsApp
TRX-16258,PROD-2951,04/10/2024,6,435.86,50.06,23,Perdido,Cali,Online
TRX-16259,PROD-3579,17/12/2024,2,1548.88,85.98,21,Devuelto,Barranquilla,App
TRX-16260,PROD-1394,03/02/2026,4,647.5,67.64,26,En Camino,Cali,App
TRX-16261,PROD-2842,21/03/2025,12,358.47,79.28,19,En Camino,Bogotá,App
TRX-16262,PROD-2370,22/01/2025,1,1266.96,15.97,14,,BOG,WhatsApp
TRX-16263,PROD-2064,14/04/2025,4,190.0,9.74,23,,Medellín,Físico
TRX-16264,PROD-2478,01/12/2024,14,1942.99,,28,,BOG,App
TRX-16265,PROD-2475,08/01/2025,7,1268.47,7.71,3,Retrasado,Medellín,App
TRX-16266,PROD-3295,11/04/2025,14,1971.93,18.98,6,Devuelto,Ventas_Web,Físico
TRX-16267,PROD-3283,13/11/2024,8,684.4,68.37,4,Devuelto,Bogotá,App
TRX-16268,PROD-2055,29/10/2024,2,1942.7,51.93,12,Perdido,Barranquilla,Online
TRX-16269,PROD-2409,17/01/2025,3,299.67,76.46,26,Devuelto,Cali,WhatsApp
TRX-16270,PROD-1081,08/06/2025,1,90.98,23.21,2,En Camino,Ventas_Web,Físico
TRX-16271,PROD-2686,17/01/2026,7,75.64,39.86,25,En Camino,Medellín,Físico
TRX-16272,PROD-1496,13/06/2025,4,935.09,89.41,6,Perdido,Ventas_Web,WhatsApp
TRX-16273,PROD-2438,21/10/2025,11,175.18,93.89,5,En Camino,Bogotá,App
TRX-16274,PROD-3783,22/07/2025,10,1029.21,92.56,29,Perdido,Bucaramanga,WhatsApp
TRX-16275,PROD-3480,21/11/2025,8,661.73,82.74,5,,MED,Online
TRX-16276,PROD-1814,25/11/2024,5,677.9,,8,Retrasado,BOG,Físico
TRX-16277,PROD-3362,03/11/2024,9,1274.86,70.38,5,Devuelto,MED,App
TRX-16278,PROD-3358,04/11/2024,6,334.57,91.8,24,Devuelto,Medellín,App
TRX-16279,PROD-3661,25/01/2025,11,1535.44,72.85,8,Devuelto,Medellín,WhatsApp
TRX-16280,PROD-3658,20/10/2025,10,1168.24,95.62,1,Retrasado,Bogotá,Físico
TRX-16281,PROD-3205,19/06/2025,2,1830.74,7.35,20,Devuelto,Ventas_Web,WhatsApp
TRX-16282,PROD-1714,20/01/2026,1,736.03,92.56,9,,Cali,Físico
TRX-16283,PROD-2165,04/09/2025,1,1965.6,57.8,14,Retrasado,Medellín,WhatsApp
TRX-16284,PROD-2454,13/05/2025,12,1155.9,15.62,2,Retrasado,Cali,App
TRX-16285,PROD-2331,15/01/2026,12,1947.07,25.42,11,Perdido,Ventas_Web,WhatsApp
TRX-16286,PROD-3757,01/02/2025,14,63.85,85.96,4,,MED,Físico
TRX-16287,PROD-3090,24/09/2024,14,1458.67,53.08,4,Entregado,Bogotá,Online
TRX-16288,PROD-2996,15/01/2025,9,1635.08,,17,Entregado,Bucaramanga,WhatsApp
TRX-16289,PROD-2830,16/01/2026,1,115.81,98.37,26,Perdido,Medellín,Online
TRX-16290,PROD-1321,04/01/2026,3,1162.15,16.17,26,Perdido,BOG,App
TRX-16291,PROD-2560,23/09/2024,12,1605.87,44.19,16,Perdido,Ventas_Web,WhatsApp
TRX-16292,PROD-3513,27/01/2026,2,1126.47,36.53,7,Devuelto,MED,Online
TRX-16293,PROD-2173,19/08/2025,12,136.99,54.03,12,En Camino,Cali,WhatsApp
TRX-16294,PROD-2899,26/11/2024,4,1389.96,65.18,17,Perdido,Cali,WhatsApp
TRX-16295,PROD-3587,26/11/2025,1,130.59,67.85,5,Retrasado,BOG,App
TRX-16296,PROD-1593,09/12/2025,1,1636.76,5.12,8,Entregado,Ventas_Web,Físico
TRX-16297,PROD-1686,25/12/2025,4,95.64,13.45,20,Devuelto,MED,Físico
TRX-16298,PROD-3623,25/01/2025,13,283.42,8.33,5,,MED,WhatsApp
TRX-16299,PROD-2381,05/06/2025,13,557.46,87.14,11,En Camino,Barranquilla,App
TRX-16300,PROD-2727,18/10/2025,-5,1270.4,,26,Entregado,Ventas_Web,WhatsApp
TRX-16301,PROD-3585,10/08/2025,14,1952.95,34.76,28,Entregado,BOG,App
TRX-16302,PROD-3508,12/02/2025,4,244.47,39.87,19,Entregado,Cali,Físico
TRX-16303,PROD-3341,16/08/2025,7,293.99,47.79,21,Retrasado,BOG,App
TRX-16304,PROD-2657,26/05/2025,8,744.05,85.68,28,Retrasado,Ventas_Web,WhatsApp
TRX-16305,PROD-1292,16/01/2025,13,1674.08,6.35,19,Retrasado,MED,Online
TRX-16306,PROD-1324,04/10/2025,8,939.79,16.27,4,En Camino,MED,Online
TRX-16307,PROD-1663,22/07/2025,8,650.01,70.09,11,Entregado,MED,WhatsApp
TRX-16308,PROD-2407,21/12/2024,14,1126.8,96.57,19,Perdido,Cali,Online
TRX-16309,PROD-1934,15/07/2025,14,528.44,66.06,5,En Camino,Bogotá,WhatsApp
TRX-16310,PROD-2284,03/11/2024,12,808.31,29.81,2,Retrasado,Cali,WhatsApp
TRX-16311,PROD-2297,01/12/2025,14,671.88,54.39,25,Retrasado,Barranquilla,Físico
TRX-16312,PROD-3674,27/10/2024,9,1610.24,,19,Retrasado,Bucaramanga,Físico
TRX-16313,PROD-2193,04/02/2026,1,1849.27,97.62,26,,Barranquilla,Físico
TRX-16314,PROD-3909,29/01/2026,9,1521.55,55.17,17,Devuelto,BOG,WhatsApp
TRX-16315,PROD-2095,24/01/2026,10,883.78,40.48,21,,MED,App
TRX-16316,PROD-3479,02/11/2024,8,1013.63,41.43,20,Entregado,Bucaramanga,WhatsApp
TRX-16317,PROD-3640,29/08/2025,1,258.9,96.87,18,Perdido,Medellín,Físico
TRX-16318,PROD-2619,24/01/2025,7,1496.26,73.3,15,Entregado,Bucaramanga,Físico
TRX-16319,PROD-2111,18/11/2024,9,1196.99,70.28,16,En Camino,Ventas_Web,Online
TRX-16320,PROD-2822,13/07/2025,4,1805.86,27.05,28,Devuelto,Bucaramanga,Físico
TRX-16321,PROD-2487,22/12/2025,13,409.22,58.15,12,En Camino,BOG,App
TRX-16322,PROD-3404,15/05/2025,13,1521.85,38.89,8,Retrasado,BOG,WhatsApp
TRX-16323,PROD-3133,27/12/2024,9,1372.5,27.82,25,Retrasado,Ventas_Web,App
TRX-16324,PROD-2844,19/10/2025,1,539.03,,6,Perdido,MED,WhatsApp
TRX-16325,PROD-2695,27/01/2026,9,1338.08,90.08,24,Entregado,MED,Online
TRX-16326,PROD-1685,24/12/2025,6,1849.5,41.4,18,En Camino,Barranquilla,Online
TRX-16327,PROD-1753,07/08/2025,4,1837.69,31.86,11,,Bogotá,App
TRX-16328,PROD-1094,31/08/2025,12,1442.06,93.51,6,Retrasado,Bogotá,Online
TRX-16329,PROD-1512,01/02/2025,12,105.67,23.75,17,Perdido,Bucaramanga,WhatsApp
TRX-16330,PROD-3980,17/03/2025,5,1745.81,75.82,10,Perdido,Barranquilla,Online
TRX-16331,PROD-1961,13/11/2024,7,1318.98,67.01,19,En Camino,Ventas_Web,WhatsApp
TRX-16332,PROD-3711,30/10/2024,10,627.76,92.45,15,Entregado,Bogotá,WhatsApp
TRX-16333,PROD-2030,13/01/2026,13,382.63,84.04,16,Devuelto,Bogotá,App
TRX-16334,PROD-3870,24/01/2026,4,241.25,72.0,23,Perdido,Ventas_Web,WhatsApp
TRX-16335,PROD-1327,31/08/2025,8,109.97,34.88,28,En Camino,BOG,Online
TRX-16336,PROD-1862,27/09/2024,3,1510.67,,29,Retrasado,Barranquilla,App
TRX-16337,PROD-1683,23/04/2025,2,479.33,52.08,29,Devuelto,Bucaramanga,WhatsApp
TRX-16338,PROD-2626,20/01/2025,1,58.26,94.73,17,Devuelto,MED,WhatsApp
TRX-16339,PROD-1421,14/08/2025,14,800.57,7.2,22,Entregado,Medellín,WhatsApp
TRX-16340,PROD-1391,26/09/2025,13,970.39,80.46,7,En Camino,Barranquilla,App
TRX-16341,PROD-1261,19/04/2025,6,346.77,28.92,19,Entregado,MED,WhatsApp
TRX-16342,PROD-2938,27/04/2025,2,97.66,22.58,27,Perdido,Barranquilla,App
TRX-16343,PROD-3246,16/10/2024,8,386.36,27.06,8,Perdido,Barranquilla,Online
TRX-16344,PROD-1220,30/08/2025,11,1361.41,10.68,8,,Bucaramanga,App
TRX-16345,PROD-1107,15/04/2025,10,173.66,99.24,5,En Camino,Bucaramanga,Físico
TRX-16346,PROD-2626,28/10/2025,13,1114.52,87.64,11,Retrasado,BOG,Físico
TRX-16347,PROD-3146,28/12/2025,4,301.36,54.5,2,,MED,WhatsApp
TRX-16348,PROD-1340,06/05/2025,9,399.42,,18,,Barranquilla,WhatsApp
TRX-16349,PROD-1425,28/04/2025,4,792.22,72.93,21,Perdido,Bogotá,Físico
TRX-16350,PROD-2075,21/04/2025,4,210.64,57.88,4,Perdido,Medellín,Online
TRX-16351,PROD-3531,18/10/2024,13,354.67,82.1,12,Retrasado,MED,App
TRX-16352,PROD-1636,01/06/2025,12,704.42,85.25,4,,Cali,Físico
TRX-16353,PROD-1345,25/09/2024,8,666.04,27.12,5,Devuelto,Barranquilla,App
TRX-16354,PROD-3682,24/09/2024,12,1501.05,48.68,17,En Camino,Barranquilla,Online
TRX-16355,PROD-2596,23/12/2024,13,158.82,65.31,23,Devuelto,Ventas_Web,Online
TRX-16356,PROD-2267,24/09/2024,8,1722.3,97.95,19,Entregado,Bucaramanga,Físico
TRX-16357,PROD-1939,19/02/2025,5,1634.3,69.86,10,Retrasado,Ventas_Web,WhatsApp
TRX-16358,PROD-2013,02/12/2024,3,1534.32,90.28,14,En Camino,Bucaramanga,Online
TRX-16359,PROD-2163,26/09/2024,12,625.65,85.38,15,Retrasado,Cali,Online
TRX-16360,PROD-2815,01/02/2026,2,1647.53,,26,Retrasado,Ventas_Web,App
TRX-16361,PROD-3566,30/10/2024,9,373.78,60.3,14,Devuelto,MED,App
TRX-16362,PROD-1517,16/09/2025,14,257.57,89.9,16,Devuelto,Bucaramanga,Físico
TRX-16363,PROD-1537,03/01/2026,9,99.46,40.86,8,Entregado,Bucaramanga,Físico
TRX-16364,PROD-3157,01/12/2024,5,1879.23,41.03,9,En Camino,MED,App
TRX-16365,PROD-1698,11/04/2025,14,622.94,79.19,8,Retrasado,Bogotá,Online
TRX-16366,PROD-1117,27/07/2025,13,1836.06,17.78,11,,BOG,WhatsApp
TRX-16367,PROD-1143,01/06/2025,8,552.5,34.05,12,Entregado,Medellín,WhatsApp
TRX-16368,PROD-3717,06/07/2025,7,1816.06,62.81,14,Retrasado,BOG,Físico
TRX-16369,PROD-2461,06/11/2025,3,1808.82,44.91,18,Entregado,Bogotá,App
TRX-16370,PROD-2332,11/07/2025,12,1848.12,94.37,23,Retrasado,Barranquilla,Online
TRX-16371,PROD-2950,23/02/2025,5,997.35,96.06,12,Devuelto,Bogotá,WhatsApp
TRX-16372,PROD-2913,08/11/2025,13,1733.23,,4,Perdido,MED,WhatsApp
TRX-16373,PROD-3214,02/02/2025,9,1902.02,52.75,13,Entregado,Cali,WhatsApp
TRX-16374,PROD-2115,28/09/2025,4,655.99,56.21,21,Entregado,BOG,Online
TRX-16375,PROD-3246,05/12/2024,3,843.56,73.84,27,Perdido,Bogotá,Online
TRX-16376,PROD-2822,23/06/2025,7,1441.29,48.44,16,Devuelto,BOG,Físico
TRX-16377,PROD-1553,20/06/2025,8,607.72,23.06,10,Entregado,Bucaramanga,Físico
TRX-16378,PROD-3857,26/03/2025,5,1510.08,75.96,21,Devuelto,Cali,App
TRX-16379,PROD-3208,10/09/2025,13,157.05,75.09,11,,Cali,App
TRX-16380,PROD-1725,27/09/2024,8,1051.76,28.27,25,Retrasado,Ventas_Web,App
TRX-16381,PROD-3420,12/07/2025,5,253.4,84.13,12,,Barranquilla,App
TRX-16382,PROD-3447,17/09/2025,9,593.71,63.3,18,Retrasado,Barranquilla,App
TRX-16383,PROD-2870,17/12/2024,7,524.66,27.45,2,Perdido,Bucaramanga,Físico
TRX-16384,PROD-3584,24/04/2025,5,1679.47,,19,En Camino,BOG,Online
TRX-16385,PROD-3604,02/11/2025,13,395.1,66.94,5,Devuelto,BOG,WhatsApp
TRX-16386,PROD-3310,02/12/2025,9,1618.81,27.19,28,En Camino,Ventas_Web,Online
TRX-16387,PROD-2781,07/10/2024,5,1589.98,30.2,20,En Camino,Medellín,Físico
TRX-16388,PROD-3144,22/06/2025,8,1002.78,85.56,10,Devuelto,BOG,WhatsApp
TRX-16389,PROD-3620,12/11/2024,12,475.35,93.3,26,En Camino,Cali,WhatsApp
TRX-16390,PROD-3619,02/06/2025,4,461.52,29.4,16,Entregado,BOG,Online
TRX-16391,PROD-3186,06/11/2024,9,935.2,93.16,12,Retrasado,BOG,WhatsApp
TRX-16392,PROD-2268,01/04/2025,12,27.53,27.69,9,,Bucaramanga,Físico
TRX-16393,PROD-2422,22/01/2025,6,1067.39,16.14,3,Perdido,Barranquilla,WhatsApp
TRX-16394,PROD-2972,08/11/2025,6,1906.03,10.53,1,Devuelto,Barranquilla,Online
TRX-16395,PROD-3210,28/03/2025,14,317.87,28.0,5,Perdido,Medellín,Online
TRX-16396,PROD-1930,24/04/2025,3,1150.96,,8,,Cali,App
TRX-16397,PROD-1366,18/02/2025,13,1923.94,41.6,17,Retrasado,Cali,Físico
TRX-16398,PROD-2809,11/03/2025,3,1722.44,93.12,1,Perdido,Bucaramanga,WhatsApp
TRX-16399,PROD-2261,19/04/2025,4,1702.26,28.01,13,Devuelto,Medellín,WhatsApp
TRX-16400,PROD-2498,19/12/2025,-5,1645.48,39.72,999,Perdido,Bogotá,WhatsApp
TRX-16401,PROD-2688,13/12/2024,1,624.96,74.74,6,En Camino,Bucaramanga,Online
TRX-16402,PROD-2064,28/10/2025,6,1782.33,33.7,15,En Camino,Cali,Físico
TRX-16403,PROD-1637,06/04/2025,1,1883.27,70.01,7,Retrasado,Bucaramanga,WhatsApp
TRX-16404,PROD-2243,26/05/2025,11,996.63,46.05,24,En Camino,Ventas_Web,Físico
TRX-16405,PROD-1043,18/10/2025,4,715.6,23.66,8,Perdido,BOG,WhatsApp
TRX-16406,PROD-1000,02/09/2025,13,834.32,74.74,3,Entregado,Bucaramanga,App
TRX-16407,PROD-3143,14/09/2025,7,675.07,7.57,15,Perdido,Bucaramanga,App
TRX-16408,PROD-1558,01/11/2024,12,432.71,,4,Entregado,Bucaramanga,App
TRX-16409,PROD-2408,09/03/2025,6,1240.71,32.77,9,Perdido,Cali,Online
TRX-16410,PROD-2174,04/11/2024,8,1129.57,38.84,11,Entregado,Medellín,WhatsApp
TRX-16411,PROD-2921,17/08/2025,4,930.54,48.53,21,Entregado,Medellín,Online
TRX-16412,PROD-3191,21/04/2025,9,200.73,69.59,14,Devuelto,Barranquilla,Online
TRX-16413,PROD-1034,20/03/2025,10,1595.82,48.64,27,Devuelto,MED,Online
TRX-16414,PROD-3817,23/12/2025,8,358.12,61.46,9,,Barranquilla,App
TRX-16415,PROD-3014,15/10/2024,14,237.98,61.6,12,Perdido,Bogotá,Físico
TRX-16416,PROD-2954,26/12/2024,5,1249.91,40.46,5,En Camino,Ventas_Web,Físico
TRX-16417,PROD-2227,01/03/2025,14,803.3,93.73,21,Devuelto,Medellín,Físico
TRX-16418,PROD-1037,24/05/2025,6,129.02,95.81,25,Entregado,Bucaramanga,WhatsApp
TRX-16419,PROD-2763,11/11/2025,5,717.58,60.28,6,Perdido,BOG,Online
TRX-16420,PROD-2199,09/10/2024,6,1545.84,,19,En Camino,BOG,Online
TRX-16421,PROD-3445,12/01/2025,1,1234.35,11.81,28,Perdido,Ventas_Web,WhatsApp
TRX-16422,PROD-1947,03/01/2025,4,731.94,51.66,5,Entregado,Ventas_Web,Online
TRX-16423,PROD-1029,02/08/2025,9,391.69,22.52,1,Devuelto,MED,Físico
TRX-16424,PROD-3245,17/12/2024,4,1267.27,50.91,25,Devuelto,BOG,Online
TRX-16425,PROD-2530,27/10/2024,2,1776.24,22.91,10,Retrasado,Barranquilla,WhatsApp
TRX-16426,PROD-1772,22/10/2024,6,1296.08,71.87,14,Retrasado,Bucaramanga,WhatsApp
TRX-16427,PROD-2686,02/04/2025,2,1627.68,12.64,26,,Ventas_Web,Físico
TRX-16428,PROD-3296,03/12/2025,3,1047.84,95.56,27,,Bogotá,Online
TRX-16429,PROD-2790,20/03/2025,7,1438.76,23.56,23,,BOG,WhatsApp
TRX-16430,PROD-2616,04/01/2025,4,1793.49,67.76,17,Perdido,BOG,WhatsApp
TRX-16431,PROD-2023,06/03/2025,1,1548.63,92.11,27,Perdido,Medellín,WhatsApp
TRX-16432,PROD-1668,09/01/2026,9,1820.61,,11,En Camino,Cali,Físico
TRX-16433,PROD-3928,22/01/2025,6,867.97,28.55,4,,BOG,Online
TRX-16434,PROD-3645,03/02/2025,9,1809.4,93.76,18,Devuelto,Bogotá,App
TRX-16435,PROD-2596,09/07/2025,3,1246.92,41.92,19,,Cali,Online
TRX-16436,PROD-2549,31/07/2025,5,1741.4,96.25,4,Devuelto,Ventas_Web,Físico
TRX-16437,PROD-1903,04/05/2025,9,88.36,97.28,12,,Medellín,Físico
TRX-16438,PROD-2077,17/10/2024,6,1319.13,22.87,14,Retrasado,Cali,WhatsApp
TRX-16439,PROD-1324,28/09/2025,2,1697.47,83.95,18,Entregado,Ventas_Web,WhatsApp
TRX-16440,PROD-2729,05/10/2024,1,356.66,23.37,26,Entregado,Medellín,Físico
TRX-16441,PROD-3561,07/08/2025,9,1326.96,26.51,1,,Bucaramanga,App
TRX-16442,PROD-1981,10/05/2025,1,1651.66,12.99,27,Retrasado,Bogotá,App
TRX-16443,PROD-3116,02/01/2025,14,583.02,19.87,20,Perdido,BOG,Físico
TRX-16444,PROD-3511,16/12/2025,5,816.44,,25,,Bucaramanga,WhatsApp
TRX-16445,PROD-3842,05/10/2025,1,1143.34,65.06,11,,Medellín,Físico
TRX-16446,PROD-3804,03/10/2025,5,1043.14,47.68,27,Devuelto,Medellín,WhatsApp
TRX-16447,PROD-2113,16/10/2025,5,87.99,80.14,25,Devuelto,Bucaramanga,WhatsApp
TRX-16448,PROD-2166,13/04/2025,7,206.36,36.54,28,,MED,Físico
TRX-16449,PROD-3656,16/06/2025,7,209.93,97.02,25,Devuelto,Bucaramanga,Online
TRX-16450,PROD-3178,07/01/2026,11,531.91,9.74,19,Entregado,Bucaramanga,Físico
TRX-16451,PROD-2101,28/12/2025,10,499.27,10.98,1,Perdido,Bogotá,Online
TRX-16452,PROD-2691,22/09/2025,1,1487.02,71.63,1,,Bogotá,App
TRX-16453,PROD-1770,02/05/2025,9,1149.76,89.32,3,Entregado,MED,WhatsApp
TRX-16454,PROD-1280,04/01/2025,1,1530.31,80.57,26,Perdido,Medellín,App
TRX-16455,PROD-1747,11/01/2025,5,149.09,51.53,14,Retrasado,Barranquilla,WhatsApp
TRX-16456,PROD-1559,24/11/2025,7,975.58,,8,Perdido,Ventas_Web,WhatsApp
TRX-16457,PROD-2186,18/01/2026,12,654.31,30.62,15,Entregado,Bucaramanga,Físico
TRX-16458,PROD-1452,04/01/2026,8,1701.38,6.28,4,Devuelto,Cali,WhatsApp
TRX-16459,PROD-3608,30/11/2024,2,1418.5,53.4,11,Entregado,Cali,App
TRX-16460,PROD-2865,15/09/2025,14,1739.82,50.19,8,Retrasado,BOG,WhatsApp
TRX-16461,PROD-3530,07/06/2025,1,102.39,37.7,7,Devuelto,MED,Online
TRX-16462,PROD-2854,09/03/2025,4,1444.44,59.92,24,Entregado,BOG,Online
TRX-16463,PROD-2114,12/07/2025,12,1084.62,74.24,2,Devuelto,Cali,Físico
TRX-16464,PROD-3869,01/10/2025,4,1651.75,71.58,8,Retrasado,MED,Físico
TRX-16465,PROD-3550,10/11/2024,10,1019.25,30.01,25,Perdido,Ventas_Web,WhatsApp
TRX-16466,PROD-3015,30/05/2025,12,1085.02,60.6,26,Perdido,Bucaramanga,App
TRX-16467,PROD-1769,17/01/2026,6,113.02,19.13,27,En Camino,Barranquilla,Físico
TRX-16468,PROD-2313,19/08/2025,1,1340.36,,22,Devuelto,MED,Físico
TRX-16469,PROD-1079,16/11/2025,14,553.55,16.55,19,,BOG,Físico
TRX-16470,PROD-1623,06/12/2024,1,49.19,79.66,23,Retrasado,BOG,Online
TRX-16471,PROD-1203,11/04/2025,3,142.21,70.91,9,Entregado,Barranquilla,App
TRX-16472,PROD-3191,20/12/2025,5,1915.0,77.95,16,,MED,Físico
TRX-16473,PROD-1090,26/10/2024,12,698.69,19.48,8,Entregado,MED,WhatsApp
TRX-16474,PROD-1761,02/08/2025,6,1737.47,91.89,8,En Camino,Ventas_Web,Físico
TRX-16475,PROD-1418,11/01/2025,5,1919.76,17.65,11,Entregado,BOG,Físico
TRX-16476,PROD-2155,17/11/2025,13,1887.1,87.65,7,Retrasado,Bogotá,Online
TRX-16477,PROD-2102,09/09/2025,13,1764.63,38.48,21,Retrasado,Barranquilla,Online
TRX-16478,PROD-1512,04/08/2025,13,1790.74,15.02,2,Perdido,Cali,Físico
TRX-16479,PROD-3929,23/10/2025,5,585.13,32.24,21,Devuelto,BOG,App
TRX-16480,PROD-2795,17/05/2025,9,311.43,,5,Devuelto,Cali,Online
TRX-16481,PROD-3978,24/10/2024,2,1282.13,22.24,18,Entregado,Bucaramanga,Físico
TRX-16482,PROD-1033,19/04/2025,12,981.33,51.61,11,Devuelto,Bogotá,App
TRX-16483,PROD-1953,01/02/2025,12,206.51,95.23,26,En Camino,MED,Físico
TRX-16484,PROD-1369,06/01/2025,1,1358.31,36.15,17,Devuelto,BOG,App
TRX-16485,PROD-1617,25/10/2024,6,1130.09,63.15,21,,Medellín,WhatsApp
TRX-16486,PROD-1060,04/11/2024,9,1727.5,89.71,6,Entregado,MED,Online
TRX-16487,PROD-3021,25/09/2025,7,1222.28,64.86,13,Devuelto,Bogotá,WhatsApp
TRX-16488,PROD-1889,07/01/2025,8,1152.15,39.41,7,,Medellín,App
TRX-16489,PROD-2400,14/06/2025,5,887.1,99.13,11,Retrasado,MED,Online
TRX-16490,PROD-2721,06/05/2025,10,930.95,22.8,18,Retrasado,Bogotá,Online
TRX-16491,PROD-2276,22/01/2026,4,1909.22,54.71,6,Perdido,Barranquilla,WhatsApp
TRX-16492,PROD-3041,20/03/2025,6,285.51,,12,Perdido,Bogotá,App
TRX-16493,PROD-2521,02/05/2025,3,897.98,80.69,24,Perdido,Bucaramanga,Online
TRX-16494,PROD-2899,27/09/2025,1,1315.1,5.06,22,Perdido,Medellín,App
TRX-16495,PROD-3854,25/01/2025,11,871.69,71.69,3,Devuelto,BOG,App
TRX-16496,PROD-1129,25/06/2025,4,573.6,30.32,19,,Ventas_Web,Online
TRX-16497,PROD-2352,08/03/2025,9,581.84,21.12,11,Entregado,BOG,Online
TRX-16498,PROD-1328,20/02/2025,4,474.98,31.05,23,Devuelto,Barranquilla,Online
TRX-16499,PROD-1598,02/11/2024,1,694.37,96.85,2,Entregado,Barranquilla,WhatsApp
TRX-16500,PROD-1229,19/07/2025,-5,1744.63,89.73,3,Entregado,BOG,Online
TRX-16501,PROD-2091,08/10/2025,14,1015.4,25.31,23,Entregado,Bogotá,Online
TRX-16502,PROD-2607,27/10/2024,4,488.08,16.12,25,Entregado,Barranquilla,Físico
TRX-16503,PROD-1292,03/11/2025,7,775.21,39.59,17,Retrasado,BOG,Físico
TRX-16504,PROD-3224,02/08/2025,3,220.6,,5,,Cali,WhatsApp
TRX-16505,PROD-2925,23/07/2025,10,1809.03,61.27,29,Entregado,BOG,WhatsApp
TRX-16506,PROD-1743,11/05/2025,6,822.31,87.38,2,Devuelto,Cali,Físico
TRX-16507,PROD-1787,25/04/2025,14,1960.98,96.78,12,Entregado,Cali,WhatsApp
TRX-16508,PROD-2024,02/08/2025,1,701.6,76.36,5,Retrasado,Bogotá,Físico
TRX-16509,PROD-2562,01/01/2025,11,1674.35,61.91,29,Devuelto,Medellín,Físico
TRX-16510,PROD-1051,18/11/2024,4,520.21,18.52,13,,Bogotá,App
TRX-16511,PROD-1499,25/04/2025,3,161.54,12.03,22,En Camino,Bucaramanga,WhatsApp
TRX-16512,PROD-3927,19/11/2025,14,73.15,61.62,24,Devuelto,Ventas_Web,Online
TRX-16513,PROD-2019,25/02/2025,1,1216.28,56.21,7,Retrasado,Barranquilla,Físico
TRX-16514,PROD-2576,25/11/2024,3,630.03,85.38,21,,Cali,App
TRX-16515,PROD-2814,23/11/2024,4,892.6,35.65,11,Retrasado,Bogotá,App
TRX-16516,PROD-2012,27/08/2025,5,1639.11,,5,Perdido,BOG,Físico
TRX-16517,PROD-1137,26/09/2025,6,503.74,8.77,18,En Camino,Bogotá,WhatsApp
TRX-16518,PROD-1815,25/09/2025,2,624.22,45.25,6,Entregado,Barranquilla,Físico
TRX-16519,PROD-2887,23/11/2024,2,1692.22,97.07,3,Retrasado,Bogotá,WhatsApp
TRX-16520,PROD-1384,25/12/2024,6,990.6,80.58,6,Perdido,Cali,Físico
